origin,2018_week_origin_mean_dep_delay,2018_week_origin_std_dep_delay,2018_week_origin_skew_dep_delay,2018_month_origin_mean_dep_delay,2018_month_origin_std_dep_delay,2018_month_origin_skew_dep_delay,2019_week_origin_mean_dep_delay,2019_week_origin_std_dep_delay,2019_week_origin_skew_dep_delay,2019_month_origin_mean_dep_delay,2019_month_origin_std_dep_delay,2019_month_origin_skew_dep_delay
ABE,12.133333333333333,27.387279219795882,3.0066980176062055,5.773584905660377,25.797599989569285,2.8294544059471294,-1.1935483870967742,14.784141080545773,3.59976851929113,1.7322834645669292,21.455872273930648,3.7394510866889554
ABI,9.333333333333334,33.086035034221226,2.973677651487744,4.236024844720497,25.361515019796794,3.440129378556722,9.714285714285714,27.285604293851954,1.7950027402194386,0.7333333333333333,19.819654365982068,3.677824229422392
ABQ,5.149905123339659,22.601909366803543,3.0117874912454177,3.1522866572371524,22.528282134862785,3.345755044286841,6.981854838709677,20.82650005237104,2.681184342405351,1.975214972180071,19.07233441525673,3.6552481838479944
ABR,1.3076923076923077,10.904010083333375,2.1814424512318262,-0.07017543859649122,11.833456880995763,1.7481928743046835,-2.5,17.082379585634207,2.983819623441786,-0.5517241379310345,14.164661258009104,2.3216169077636164
ABY,-2.357142857142857,6.720887565666432,1.3038886682678124,1.5769230769230769,25.69578227595391,3.3738191751954982,-2.3125,10.928365233037677,1.8571166222073632,0.9512195121951219,22.159301165065184,4.362111110676726
ACT,25.48,46.58068269143336,1.5146138523842791,6.653846153846154,29.17199389452025,2.8923049918065162,2.04,17.8686876966385,1.961608333096702,-3.780701754385965,15.17902533506851,4.715573442999517
ACV,13.2,37.14835124201342,1.9340668018232356,9.677083333333334,34.131477921234506,2.1378068748694496,9.846153846153847,35.76891645850325,2.077666914088754,15.790476190476191,44.52650361087791,1.944459156129833
ACY,3.2222222222222223,17.886082569571645,2.156471996817244,-3.191780821917808,15.90535368533426,4.1871225040737885,-4.3,13.852588310440426,4.772621378222412,-4.617747440273037,13.81224239991745,4.161139323543458
ADK,-17.0,,,-10.5,9.471762545286158,0.4875369682068973,4.5,23.33452377915607,,-1.3333333333333333,16.054594358002323,0.13614001502978323
ADQ,-7.6,12.048051940274641,1.2280890642048268,-11.25,13.695006078471149,1.4019363254599786,4.583333333333333,29.143713912369858,0.8375382350670006,-2.1132075471698113,33.42710805581791,2.58396185025624
AEX,2.0925925925925926,22.12423627806147,3.6035838373124527,1.2610441767068272,24.18660920911262,3.3850821723975653,-0.6296296296296297,12.246364568444648,2.047273479599388,-3.2222222222222223,14.911098510407406,3.635325065257626
AGS,5.9787234042553195,23.449776450044908,3.4300027991557656,6.063492063492063,25.26981593368297,2.823559195885175,-0.08235294117647059,16.961589495306235,3.579001346158248,0.05974025974025974,20.386731411403172,4.986920006001271
ALB,14.190298507462687,28.58375529172517,1.8675460039622727,6.530708661417322,26.419306381780903,2.8029370096179624,5.640522875816994,25.81297535687982,3.0130493972544157,5.745915032679738,27.82129603638269,2.8026039881945315
ALO,20.545454545454547,27.78979538018816,0.7090453796342311,5.709090909090909,23.223290294900337,2.111522997280791,10.571428571428571,41.5464786728056,3.420425222181504,11.717391304347826,35.833977075444444,2.510104214226901
ALW,12.578947368421053,33.62260448215966,3.6460022160268606,-0.31645569620253167,20.688498169457045,5.070974673596625,-3.75,4.253481546117003,0.555409543173144,0.6666666666666666,16.94678578336012,4.846319923188539
AMA,-0.41237113402061853,17.393576746244328,3.9566142626676544,-0.3456221198156682,19.89929360810782,3.8661679902706747,2.8125,27.1427760701221,3.7293218347935273,0.2854122621564482,24.362484589859065,3.647338883431539
ANC,-1.135693215339233,16.731410961352772,4.745666252909031,-3.193342776203966,16.503424411568645,4.273371510619079,3.3976608187134505,23.710739621484066,3.0202073743535855,-1.1116788321167883,21.384270092895516,3.725676157294932
APN,6.909090909090909,14.446138206832616,0.3723356071115565,3.5238095238095237,19.409876911483277,2.411309645763153,17.22222222222222,54.52929895427269,2.7947378650549983,12.659090909090908,46.847572313968136,2.567867980550823
ART,5.166666666666667,14.851487018701754,1.586530655083443,2.2093023255813953,36.18178846005719,2.76810641025285,10.153846153846153,15.50186093047194,1.032722651244092,14.422222222222222,24.703228431715054,1.9784628728091793
ASE,11.472103004291846,35.922214135589385,2.3096668737063593,4.532879818594104,32.53056794341389,2.6646627884764538,46.3394495412844,49.12247839397527,0.6895470320173187,18.48119325551232,43.04634285116457,1.5915480738000538
ATL,8.759726854057488,22.74282866826135,2.9620757853684805,7.3836407103825135,23.73952539289677,3.1897624073311146,3.0300224047796864,16.818682637865443,4.388618339568468,4.043137766755857,19.030482775202575,3.997792077708688
ATW,9.182795698924732,33.7384267553364,2.93564212734048,5.39816933638444,31.629619673301182,3.0179284173031506,8.863247863247864,31.736769163647622,2.5561897277202656,8.0199203187251,30.09040937111661,2.455065431472421
AUS,5.975563909774436,22.565205290535282,3.1487578401977525,3.8875413450937155,21.54143045083374,3.5687750414286032,5.887125220458554,22.530504026217244,3.13506899780218,2.950204918032787,21.22576454470589,3.71874347958327
AVL,12.43859649122807,32.94163116027281,1.9545218781516172,8.728665207877462,31.73106406195507,2.497297305751595,9.074534161490684,35.71161449637763,2.4516498860863334,5.254457050243112,31.65533361850036,2.9619466464489426
AVP,15.397260273972602,38.50495629209721,1.9415591512949122,6.953846153846154,29.295235554793322,2.586027842971521,0.7663551401869159,18.03590728751971,2.6801264889183853,1.7883211678832116,23.19191322168065,3.2340001414286568
AZA,4.036036036036036,16.770064198894808,4.640926565354438,1.2580645161290323,18.343092587344252,4.260549237576442,16.0,30.502133782561113,2.461444838044788,8.41834451901566,25.814219391912193,2.7133731024042107
AZO,7.721311475409836,25.66393782953101,1.9232638237429118,7.140350877192983,30.051621430143793,2.4630442391510403,5.753623188405797,31.15115227644144,2.749477926270599,7.961089494163424,36.45093078452683,2.7277800261578946
BDL,14.851063829787234,30.797625918113873,2.3056807630876275,5.156871218668972,24.946393506103433,3.0499137083030994,2.304428044280443,21.4746882501088,4.030465357191241,2.4657594381035994,22.1398401196876,3.834610047062935
BET,-6.333333333333333,13.76645021474859,0.8808184633649214,-11.914285714285715,11.03714788975724,1.242766644129191,13.76923076923077,39.42113190949293,1.9923394781261352,0.26153846153846155,33.50759098840371,2.7451993272918664
BFL,1.1714285714285715,26.22805605396153,3.408279118402106,2.061349693251534,23.876144727655934,3.099065647294529,5.85,25.86508387967385,3.140418159031347,1.5086705202312138,25.632831984542573,3.8814094326042468
BGM,7.230769230769231,18.175779883101974,0.5372282462001896,5.5,24.27573522583233,2.1119654722898002,7.0,23.27802969898154,1.6124107696030412,3.9,25.66284537328356,3.5602704491538417
BGR,14.0,32.74047130904596,1.9584990664741344,2.7745664739884393,27.518026565206203,2.7517542845798055,3.161290322580645,23.674842114097522,2.1039377709830864,8.124567474048442,31.84017790568614,2.3074496230463457
BHM,5.508875739644971,23.062968465904195,2.8277505968551893,2.991683991683992,21.732357300109584,3.418164108860278,5.794520547945205,26.306289153242414,2.9343638663691047,3.889028213166144,24.621798723743833,3.381865062141946
BIL,4.515789473684211,23.553860034151484,3.252605203166063,0.19201995012468828,20.354619528736002,3.749660315284185,0.6666666666666666,19.809294870471945,3.2147850009919043,-0.3069306930693069,19.21627854907349,3.6818747121488586
BIS,8.423076923076923,31.329633800061472,2.2073206057296915,5.688679245283019,29.616805019701676,2.4937299225782383,1.565217391304348,28.08085044101555,3.919009518067023,5.133333333333334,29.161789762884727,3.0796882033990993
BJI,2.6153846153846154,17.3567396205742,2.4751974940360806,7.11864406779661,29.56120754017327,2.9056515512953567,11.0,49.91811476626678,2.749218058488239,-0.01818181818181818,32.06734286021338,3.7625409433006536
BLI,0.17391304347826086,16.316679053816944,3.1399609210814283,-2.3219178082191783,12.762937607702273,3.8631175108557905,-1.3026315789473684,15.949938128901614,3.999798308095338,0.7323420074349443,22.94320767568822,4.852935252384962
BLV,17.11764705882353,30.030988896765404,2.7293913473683906,5.088235294117647,24.620544323988497,2.5837295673872562,9.058823529411764,18.416943924805,0.21849974977711842,7.625,22.282942926250687,2.5421346154713973
BMI,17.56140350877193,34.0582576225018,1.7060693141587455,7.876106194690266,31.865030011907773,2.5511905873616563,2.4814814814814814,28.18854359871456,4.179732995350523,4.876847290640394,29.75010784423968,3.379731547549289
BNA,10.432343234323433,25.278326037428027,2.855710834497857,5.872286079182631,23.31107706467517,3.1942892217583436,6.357142857142857,19.90159965567719,2.7983349289698496,5.997354497354498,23.637371075054663,3.278877031263502
BOI,2.170353982300885,18.999584704491703,3.4499038617317637,0.9112944816915935,20.798814448962688,4.051585320487937,4.616379310344827,24.585009898316205,3.837160626401939,1.2566018933731937,20.75949313799394,4.343553630800975
BOS,24.80424528301887,38.31908425256455,1.6687209692487,9.321075794621027,29.417943268802752,2.585895174770855,5.19215210355987,25.5753521045058,3.458383557433363,8.119346256176359,29.88163494386473,2.786705991973313
BPT,5.571428571428571,38.15699207165109,3.3942478330551347,7.327586206896552,37.48748934283649,2.8147933101850007,1.85,18.65271251616039,2.000589103464032,1.5802469135802468,21.56088135810482,3.411400177373993
BQK,4.769230769230769,22.924346032671053,2.2941266756833314,1.4054054054054055,25.288970425382303,3.3433189565101635,-0.9411764705882353,13.273425463286099,3.099001091726157,-1.2195121951219512,13.931954911653397,3.981958330602442
BQN,21.962962962962962,35.60626725460376,1.4497760711077232,13.141414141414142,29.78974282486565,1.6972274818112258,5.961538461538462,25.901746128180005,4.059807472786126,8.963917525773196,27.740913409645565,2.845161913414431
BRD,14.545454545454545,43.11464631969891,2.8674111683538017,4.604166666666667,29.3661692626587,3.566634985175031,-6.181818181818182,7.040144626613601,0.5605799541599569,2.3404255319148937,23.445845646422217,3.349502917133717
BRO,9.806451612903226,34.238788291292,2.200740626132755,-0.4968152866242038,23.713466963597096,3.6536500208259715,6.15,30.15987315487167,3.615993479224766,-1.5683060109289617,21.530823314707202,5.255156474795852
BRW,-12.615384615384615,5.795665931516721,-0.17242298801933545,-9.032786885245901,16.232649417264735,3.264934192996424,-7.428571428571429,12.151063807270194,-0.10519920289517405,-10.266666666666667,13.180451198092983,1.0879222190573987
BTM,-3.8333333333333335,3.713203305486893,-1.2057951771039757,-6.175438596491228,13.019385007169587,5.89881955668823,-7.666666666666667,5.087119801890641,0.13497835329314914,-5.607142857142857,18.544961159721645,5.286116528818911
BTR,2.5307692307692307,25.67090122972571,3.2933883198394738,1.7254545454545454,25.938400604729768,3.4445213506376904,11.511278195488721,35.61082073832151,2.2699046486517878,4.383084577114428,29.223179129639558,3.0221905865200402
BTV,16.50955414012739,29.444780529678944,1.8212542567437418,4.428208386277001,25.383538718629897,2.7517935393122372,6.666666666666667,27.574923309671963,3.05844924760649,10.852459016393443,34.33873408730047,2.4684620305947687
BUF,18.0,33.51325915280131,2.1456360899570175,6.68009828009828,27.13512514631486,2.6228272079281973,1.2494929006085194,20.32431722536546,4.028708012204143,5.873080859774821,28.4973433608167,2.9080480553539885
BUR,8.187376725838265,26.975072639296943,2.6883846299164285,4.753387533875339,23.421802187504152,3.1942879166837956,8.337686567164178,23.813523163932445,3.0969597246079075,4.094912355707567,22.220249566234124,3.5818930259800226
BWI,14.124870466321244,24.18233513144131,2.2784912166138316,6.151811594202899,21.569636194414073,3.157722453318539,6.923759791122715,22.3679553795794,3.346853934393003,5.685668406262545,22.194489723233556,3.5272854281358885
BZN,8.24561403508772,26.32709230951424,2.7867862687932936,2.2529711375212225,22.43802148885234,3.35464024580523,6.349206349206349,30.859923089505134,3.221832899021284,4.378066378066378,29.06667009013134,3.358200634343146
CAE,13.505952380952381,31.467119427675026,2.187644376541262,6.140586797066015,27.271625053710693,2.7919827438578904,2.876237623762376,23.141561536577736,4.317020490962543,2.2468996617812853,23.374247588090054,3.8924158105385023
CAK,11.985611510791367,33.21514968027037,2.458893971390831,6.8989441930618405,28.568575188650378,2.681021833022962,1.7902097902097902,21.383109415273005,3.646163989994144,3.7167235494880546,24.018901962178532,3.2265383523779465
CDC,-7.0,7.817359599705716,0.2232792956742393,-4.215686274509804,11.526168011078438,1.6404727393013212,8.166666666666666,35.999579122118874,1.337060809263966,-2.574074074074074,22.869277283423443,2.5841763422631354
CDV,-17.363636363636363,14.753119854950864,2.361440177849088,-21.137931034482758,12.283848011110871,1.90782457973712,-7.545454545454546,36.42626425084965,2.5925886514327297,-9.543859649122806,30.309163027185715,2.6835574715670774
CGI,13.545454545454545,49.790287479313946,1.8542949658711478,3.159090909090909,26.756388658375677,3.4249561197561547,-2.3846153846153846,21.56980320393328,2.8004227102382266,8.030303030303031,39.17533356471595,2.170337871008912
CHA,11.837037037037037,31.465500512444066,2.2568927489623887,6.625563909774436,28.61427537333183,2.8065297913940426,3.497076023391813,24.571234800786126,2.671135257053281,1.8974683544303796,25.850861503583435,3.504278629040287
CHO,9.584905660377359,30.980444807445974,2.8379645399771745,6.249034749034749,29.248844792522142,2.85194871181432,-1.206896551724138,20.864941539352873,4.1348095700937915,2.809061488673139,29.139731247993506,3.127648243325286
CHS,12.135294117647058,28.713632850119193,2.1515694639689302,4.461218836565097,24.752703825581488,3.223864206674652,1.5955555555555556,20.456613390976145,3.2175813196897365,2.2155030236393625,23.254883713098938,3.485167927292768
CID,11.58235294117647,28.263274836615807,2.41690731096728,4.027851458885942,26.072592885252327,2.9170190522220203,2.645348837209302,23.268753523145072,3.633077268577287,4.769985974754558,25.793374010332222,2.9740019216644136
CIU,22.583333333333332,35.742661887272455,1.6291031429490384,13.685185185185185,34.48862217310256,1.9730849516263516,-2.6,11.739770961233537,2.344188442756577,5.42,32.92669037081483,2.6469934605719727
CKB,19.363636363636363,41.33345552279104,2.648281942744232,9.870967741935484,38.163790181470915,2.649105125138868,-6.933333333333334,7.035285217760407,0.4303940810560639,6.719298245614035,37.9989447155937,2.8940700732420583
CLE,9.958801498127341,27.254853706483154,2.705651194148993,5.700754618787406,25.094189395949257,2.959364358211248,2.6822857142857144,22.48899236022434,3.9241908574666473,6.77886393659181,28.07175149141391,2.9700619758576203
CLL,-4.7368421052631575,12.661250120862638,1.8749146453911645,-4.666666666666667,15.687814598653324,3.615717842750867,5.972972972972973,32.69767787073171,3.716848419602658,-1.5263157894736843,26.397485573100386,3.9465017076781423
CLT,12.314883720930233,26.889752116488925,2.484478125706012,6.080776930152032,23.215008261779406,3.205389052312614,3.9873923093086785,19.34136845574181,3.6043771807073397,4.383799516550737,20.783672151681845,3.5874428508851794
CMH,10.215584415584416,27.61659790464902,2.925021781404116,7.377893518518518,26.741678289912194,2.9438792014681106,1.4618991793669402,19.093666197908338,3.907270000969975,5.461010433827568,24.88473269512403,3.0938310720923425
CMI,4.87719298245614,21.682012109645335,2.0590389769590867,5.178861788617886,23.69518422451872,1.9587659937851303,6.8478260869565215,25.0013043138014,2.04670554761271,8.936781609195402,29.68780764101763,2.488183713818243
CMX,10.181818181818182,44.50352386456197,2.8387989904147357,0.07272727272727272,33.87769644616228,3.064800777534444,14.846153846153847,40.40389039404942,1.9795653294896094,1.3043478260869565,27.649287364911224,2.892237987060694
COD,-6.833333333333333,5.390789001677404,1.4192516786609115,-7.898305084745763,6.141141405910426,0.3544999841257888,7.333333333333333,38.8290737682084,1.9337173987044753,1.576271186440678,32.89335085824809,2.5481266882393334
COS,4.841346153846154,25.592284882794484,2.982874461585385,2.3952434881087203,23.865198241383005,3.259559778933006,5.386363636363637,23.830559884643588,2.5209556535641484,4.229222520107238,25.899076269424718,2.879557671833242
COU,9.44186046511628,26.679136065812955,1.6290577849118781,-0.7783505154639175,21.629651145223473,4.205902988362264,13.617021276595745,38.644732579637704,1.786895895797578,6.247058823529412,31.383637195296316,2.4534253853479635
CPR,-1.1891891891891893,22.80209278630879,3.8356920023882997,1.7195121951219512,30.785334087071575,3.16864909133686,-0.3611111111111111,27.07888241814778,3.64929867069707,-1.477124183006536,22.366000091574698,3.3388082469392053
CRP,7.1521739130434785,28.914019863601098,2.5033318199572587,0.8823529411764706,23.153708844820173,3.6007577301350686,7.285714285714286,26.88540016938638,2.5209665680890816,-1.5854214123006833,18.41198653504707,4.071215751599856
CRW,18.545454545454547,41.383518594789244,2.0644390929974232,6.37593984962406,29.952039092277467,3.007082273953484,5.136363636363637,29.72215467591293,2.7089734819146565,5.126684636118599,23.77945091892752,2.8007884046521028
CSG,-5.461538461538462,6.118488165870506,0.3608685760636039,0.10526315789473684,22.32820574810759,4.349164353246601,-8.285714285714286,6.0054919919964975,-0.5957374568605222,-1.8860759493670887,25.355415818469456,5.624570895675206
CVG,9.420470262793915,28.2615940231873,2.8449164505615423,5.919394103327022,25.880866649075916,3.029527249385621,3.619047619047619,22.497349362235155,3.706868026268971,6.579994622210272,26.42485031660441,2.984596829114337
CWA,2.8666666666666667,25.629883126750872,2.754121353816055,1.954732510288066,25.871144624948727,2.7509019854280004,0.9824561403508771,18.119140656923094,2.3103157696863077,1.2026431718061674,24.434188149084342,3.414656443634557
DAB,10.824561403508772,24.105514193568677,1.4620174534668284,6.088709677419355,23.681938349644085,2.57046447979758,3.4098360655737703,17.721340289022848,2.1817504943599184,2.4864864864864864,18.82525751624957,3.6046406964481235
DAL,10.128885519332828,19.787645197818364,2.469079570878228,6.740456714383095,19.378856810611353,3.2644427199909343,10.961596385542169,21.010225403990727,2.5485538732043223,5.413188241026474,17.817083964914254,3.303755857305385
DAY,14.319230769230769,35.33515775998989,2.252399532551746,6.895700636942675,30.34714603282163,2.5818174200795228,-0.8194444444444444,17.461217465277876,3.6003275775722834,2.1187648456057007,23.72855918126232,3.5359422593615126
DBQ,13.210526315789474,34.79715656865023,1.7329891272455094,4.395061728395062,26.702377708897792,2.6186670878137606,2.0952380952380953,23.786350627838566,3.241027665016352,4.972972972972973,26.126128722014283,2.1375618810570636
DCA,12.010019083969466,30.016787582976722,2.318659205709003,7.552180614742951,28.92019841425598,2.804006382727325,1.4104220499569338,21.38588915547915,3.89079444425281,5.380697779791572,26.251463942584117,3.114042979208345
DEN,7.437448046550291,23.35116933038345,3.0667958858825752,5.368262268704747,22.777079180738514,3.3405345006625833,10.009101941747574,26.386177138876587,2.9045561522651715,7.229508979747803,24.47889788803545,3.0522149901010014
DFW,11.691365342817624,27.55196998281414,2.4079609845745575,4.94028270178185,22.173112274578628,3.379865379513897,10.932152280437242,26.44184690293511,2.5085067694884575,5.917444587001725,22.856808095053523,3.2759225439482615
DHN,5.304347826086956,19.3659372531179,1.4757206017631614,6.228571428571429,26.79884366867388,1.932616898709126,-2.9130434782608696,16.873629354378174,3.624891217817663,4.241071428571429,33.20106519937622,3.31740819318683
DIK,19.545454545454547,34.86936660268906,0.9763721730213839,9.846153846153847,36.905488520764216,2.1555229838704753,5.636363636363637,26.120002784351794,1.2413190868107749,15.083333333333334,44.33519966209708,1.7829867321009139
DLH,0.3181818181818182,23.545870844516216,3.0392978399693935,3.076923076923077,28.50193031569715,3.0241236445704835,5.523809523809524,30.857847241067834,3.782592489574993,7.625766871165644,33.80811610672881,2.8342052664998025
DRO,-0.16455696202531644,16.509849725004365,2.4153157973497037,-0.2990353697749196,22.624507815755827,3.3021007929783255,15.882352941176471,32.977391356044095,2.4897851910845366,5.693548387096774,29.20366421443431,2.9391131037261387
DSM,14.011538461538462,35.68756342134025,2.306265143046097,6.07063492063492,27.330453785547686,3.0277976434717373,-0.034375,17.781556951887776,3.651354329722602,5.081845238095238,26.427650249491787,3.1777762266483403
DTW,11.625268432355046,28.700227584291834,2.681779369612629,8.173981900452489,27.660123032919067,2.886811805948022,1.0383408853258975,18.24975671398007,4.525903169271275,7.314534296589762,28.212948018221944,3.123257680350127
DUT,-4.086956521739131,13.392375861858733,0.18059207269774086,5.438202247191011,28.93289848793543,2.1688349925574504,8.851851851851851,16.435664091573972,1.2161595938943721,29.211764705882352,42.14772606351298,1.368151230232367
DVL,11.0,41.25772654909623,1.8986143304593694,-0.5625,22.107961644735735,3.5606525899888353,21.1,48.78854601463568,1.636586786850952,1.0681818181818181,33.0048606196771,2.46356037339362
EAT,3.5294117647058822,9.467824770365839,2.337308411939977,2.518987341772152,17.560051369218183,3.424229605634026,2.36,10.877652933116286,0.8931044061615532,9.476190476190476,24.397055021998334,3.3408339296524305
EAU,4.2727272727272725,15.912830729263156,1.2235814533956701,1.1,16.24462234408793,2.685546059742471,-1.4285714285714286,25.788233111885877,3.2412440795836863,-2.326530612244898,20.252970723556874,2.7626685816027696
ECP,6.546875,20.330546013092622,2.84411533741486,5.689530685920578,29.67537526709164,3.5479410732408816,7.333333333333333,29.659707443163278,2.9479354190325435,2.072398190045249,23.605491657928116,3.540829073881669
EGE,3.7815126050420167,27.502591453819168,3.9763275566859373,1.6330275229357798,27.183128828043316,3.3979268199551376,27.876190476190477,38.69200256217118,1.4399616733024856,12.307339449541285,34.310844655169525,2.107424379343048
EKO,-9.4,6.345602151621757,0.05518240106250855,-4.078431372549019,10.620439044135418,2.1698581662981664,-8.384615384615385,5.439645538979869,1.2650023389014806,-7.622641509433962,7.096115988272251,2.4996455871576244
ELM,15.612903225806452,49.24813188968346,2.292137502301823,6.677215189873418,37.24668479880013,2.672308921702932,0.44,26.2974818380089,3.839157225345669,5.483412322274882,31.48701107434377,2.6109067242024575
ELP,7.133136094674557,25.3430474886328,2.8046993288397593,4.436390532544379,23.22583316305963,3.0714913394912733,11.621621621621621,28.101106027429665,2.596677994744268,2.7920265780730897,20.93721465856593,3.563265702605182
ERI,16.657894736842106,36.58479695749387,1.6163984510758969,4.387096774193548,35.29597856522851,2.8779158284738346,4.926829268292683,30.495401492604124,3.4892258843305113,6.582857142857143,31.86091799113916,2.711030760779715
ESC,3.8333333333333335,18.948894586772234,1.7315382136345707,5.369565217391305,29.383562068046878,2.601325646103757,2.1,20.95736412603243,2.1059442319046706,4.361702127659575,23.320475731513834,1.6136170943003971
EUG,3.442953020134228,26.6563167683231,3.354339959645489,1.9502923976608186,25.556709540741164,3.504440491645209,5.930555555555555,29.824346551796356,2.8856484360133154,3.6476345840130504,26.93558914397308,3.042076332910414
EVV,9.6,31.3894707888568,2.5297846833559916,3.5306122448979593,24.984784763950323,2.7643209748348383,2.6555555555555554,24.246005630077146,2.8584268597492724,0.6208651399491094,21.067221668778743,3.077529425319126
EWN,29.70731707317073,45.86896767011387,1.4905680051307495,8.44973544973545,32.730424756132855,2.5057441388534807,-0.41304347826086957,21.29327080658376,2.2782384396989834,-1.110091743119266,25.401599953071393,3.516314880708432
EWR,22.04945770065076,35.680696969194976,1.8137187099607899,8.7575986565911,28.248387244638273,2.637723008083603,9.22816212438854,27.817789880053834,2.5980745294790966,12.398074112286132,34.01774980118018,2.3412602194778236
EYW,6.719298245614035,26.313800266379893,2.913937787706507,6.647186147186147,30.935854541074693,2.535668419303677,3.8503937007874014,21.460957071277086,2.665512862498029,5.77027027027027,25.754669898685464,2.9261818473315797
FAI,-2.9887640449438204,20.7908931014292,6.138411562209167,-5.6182266009852215,18.368641093252453,4.711894540766422,2.817073170731707,29.727207494179254,3.0007160912431954,-3.9945945945945946,23.87455864823911,3.9502970502083836
FAR,3.9833333333333334,21.509030088549785,2.995227066343715,5.373076923076923,26.464926550722044,2.9096855176189678,15.289473684210526,28.86058146594414,1.900744326300297,10.041152263374485,28.013957381171405,2.6049065437630183
FAT,3.9343434343434343,28.040955042919233,3.808897691930213,4.574292452830188,28.36445469131429,3.373677965975328,5.297413793103448,26.202217153492366,3.157876405775018,2.790224032586558,24.476929289269908,3.158008336048528
FAY,13.051948051948052,28.226012687019608,2.317483356976454,8.347305389221557,28.874675489244197,2.912985846421753,3.5584415584415585,20.83360993208956,3.6169468630467585,2.6169014084507043,18.598181870889462,2.770593457412884
FCA,5.012195121951219,27.052529560390067,3.298843468439513,4.006802721088436,28.164435880123538,3.478960639973882,7.079545454545454,28.397920269855724,2.1271559051519415,0.8722044728434505,22.102825566188116,3.5151316044769803
FLG,-3.107142857142857,19.18977213250211,4.49624611318795,10.48936170212766,31.479894481675796,2.226750361994471,15.384615384615385,43.62850162274833,2.1133630030312034,2.982142857142857,29.768167938148665,3.1377993585453905
