month,year,carrier,total_gallons
5,2017,NK,28240339
6,2017,NK,30742430
7,2017,NK,31993643
8,2017,NK,32148544
9,2017,NK,26132007
10,2017,NK,29291989
11,2017,NK,29148741
12,2017,NK,30397723
1,2018,NK,31610455
2,2018,NK,29759661
3,2018,NK,33632951
4,2018,NK,33991969
5,2018,NK,35521961
6,2018,NK,36629663
7,2018,NK,38797091
8,2018,NK,38981961
9,2018,NK,31825718
10,2018,NK,31720179
11,2018,NK,33984164
12,2018,NK,35890659
1,2019,NK,35862515
2,2019,NK,33590996
3,2019,NK,40374673
4,2019,NK,38671302
5,2019,NK,42123364
6,2019,NK,41652339
7,2019,NK,43349064
8,2019,NK,42824559
9,2019,NK,35898679
7,2015,OH,0
8,2015,OH,0
9,2015,OH,0
10,2015,OH,0
11,2015,OH,0
12,2015,OH,0
1,2016,OH,0
2,2016,OH,0
3,2016,OH,0
4,2016,OH,0
5,2016,OH,0
6,2016,OH,0
7,2016,OH,0
8,2016,OH,0
9,2016,OH,0
10,2016,OH,0
11,2016,OH,0
12,2016,OH,0
1,2017,OH,0
2,2017,OH,0
3,2017,OH,0
4,2017,OH,0
5,2017,OH,0
6,2017,OH,0
7,2017,OH,0
8,2017,OH,0
9,2017,OH,0
10,2017,OH,0
11,2017,OH,0
12,2017,OH,0
1,2018,OH,0
2,2018,OH,0
3,2018,OH,0
4,2018,OH,0
5,2018,OH,0
6,2018,OH,0
7,2018,OH,0
8,2018,OH,0
9,2018,OH,0
10,2018,OH,0
11,2018,OH,0
12,2018,OH,0
1,2019,OH,0
2,2019,OH,0
3,2019,OH,0
4,2019,OH,0
5,2019,OH,0
6,2019,OH,0
7,2019,OH,0
8,2019,OH,0
9,2019,OH,0
1,2015,OO,4128871
2,2015,OO,3725601
3,2015,OO,4113954
4,2015,OO,4221329
5,2015,OO,4399711
6,2015,OO,4386900
7,2015,OO,5077358
8,2015,OO,5152349
9,2015,OO,5250159
10,2015,OO,4711398
11,2015,OO,4926591
12,2015,OO,5240799
1,2016,OO,5444514
2,2016,OO,5287524
3,2016,OO,6067876
4,2016,OO,6079389
5,2016,OO,6375164
6,2016,OO,6376531
7,2016,OO,6489965
8,2016,OO,6548860
9,2016,OO,5643514
10,2016,OO,5715200
11,2016,OO,5341566
12,2016,OO,5655072
1,2017,OO,5631031
2,2017,OO,5229066
3,2017,OO,6327013
4,2017,OO,6298173
5,2017,OO,6492944
6,2017,OO,6696044
7,2017,OO,6863914
8,2017,OO,6940229
9,2017,OO,7301761
10,2017,OO,7731794
11,2017,OO,7368010
12,2017,OO,7379409
1,2018,OO,7718601
2,2018,OO,7207367
3,2018,OO,8110361
4,2018,OO,7897373
5,2018,OO,8257547
6,2018,OO,8108076
7,2018,OO,8254370
8,2018,OO,8454586
9,2018,OO,8231728
10,2018,OO,8642187
11,2018,OO,8304103
12,2018,OO,8477821
1,2019,OO,8150037
2,2019,OO,7503491
3,2019,OO,8558824
4,2019,OO,8262780
5,2019,OO,8838081
6,2019,OO,8915291
7,2019,OO,9566241
8,2019,OO,8790766
9,2019,OO,8834786
1,2015,PFQ,332961
2,2015,PFQ,328123
3,2015,PFQ,329495
4,2015,PFQ,249109
5,2015,PFQ,297982
6,2015,PFQ,305329
7,2015,PFQ,281808
8,2015,PFQ,289437
9,2015,PFQ,283640
10,2015,PFQ,279057
11,2015,PFQ,248199
12,2015,PFQ,358415
1,2016,PFQ,273735
2,2016,PFQ,245619
3,2016,PFQ,273261
4,2016,PFQ,283134
5,2016,PFQ,297367
6,2016,PFQ,280183
7,2016,PFQ,318966
8,2016,PFQ,333553
9,2016,PFQ,337327
10,2016,PFQ,337627
11,2016,PFQ,333279
12,2016,PFQ,452769
1,2017,PFQ,287340
2,2017,PFQ,267200
3,2017,PFQ,281235
4,2017,PFQ,260657
5,2017,PFQ,286157
6,2017,PFQ,271285
7,2017,PFQ,303964
8,2017,PFQ,340458
9,2017,PFQ,351710
10,2017,PFQ,294627
11,2017,PFQ,285432
12,2017,PFQ,402089
1,2018,PFQ,383900
2,2018,PFQ,303623
3,2018,PFQ,312777
4,2018,PFQ,280011
5,2018,PFQ,323522
6,2018,PFQ,259521
7,2018,PFQ,305634
8,2018,PFQ,415690
9,2018,PFQ,346443
10,2018,PFQ,363731
11,2018,PFQ,377504
12,2018,PFQ,460223
1,2019,PFQ,330575
2,2019,PFQ,355981
3,2019,PFQ,368456
4,2019,PFQ,389461
5,2019,PFQ,363290
6,2019,PFQ,333834
7,2019,PFQ,421335
8,2019,PFQ,386916
9,2019,PFQ,351884
1,2015,PO,14354678
2,2015,PO,12424398
3,2015,PO,14652788
4,2015,PO,14330377
5,2015,PO,14982233
6,2015,PO,15224951
7,2015,PO,14539906
8,2015,PO,12846994
9,2015,PO,14526141
10,2015,PO,15815353
11,2015,PO,15839248
12,2015,PO,17057497
1,2016,PO,14816197
2,2016,PO,11798892
3,2016,PO,15723111
4,2016,PO,14717190
5,2016,PO,15578133
6,2016,PO,14808215
7,2016,PO,14443695
8,2016,PO,14968101
9,2016,PO,14109735
10,2016,PO,15325951
11,2016,PO,16885472
12,2016,PO,17475435
1,2017,PO,16104914
2,2017,PO,13659238
3,2017,PO,17897396
4,2017,PO,16841471
5,2017,PO,15901253
6,2017,PO,17146933
7,2017,PO,16771423
8,2017,PO,16478618
9,2017,PO,16463203
10,2017,PO,15675021
11,2017,PO,17351438
12,2017,PO,17800579
1,2018,PO,14979008
2,2018,PO,12413729
3,2018,PO,16963787
4,2018,PO,15277605
5,2018,PO,15928600
6,2018,PO,15691536
7,2018,PO,16608663
8,2018,PO,15917705
9,2018,PO,16470979
10,2018,PO,16410293
11,2018,PO,16964007
12,2018,PO,17223580
1,2019,PO,17207874
2,2019,PO,12487485
3,2019,PO,16234745
4,2019,PO,14046615
5,2019,PO,15238412
6,2019,PO,15452032
7,2019,PO,14441648
8,2019,PO,12251784
9,2019,PO,11916669
1,2015,PRQ,0
2,2015,PRQ,0
3,2015,PRQ,0
4,2015,PRQ,0
5,2015,PRQ,0
6,2015,PRQ,0
7,2015,PRQ,0
8,2015,PRQ,0
9,2015,PRQ,0
10,2015,PRQ,0
11,2015,PRQ,0
12,2015,PRQ,0
1,2016,PRQ,0
2,2016,PRQ,0
3,2016,PRQ,0
4,2016,PRQ,0
5,2016,PRQ,0
6,2016,PRQ,0
7,2016,PRQ,0
8,2016,PRQ,0
9,2016,PRQ,0
10,2016,PRQ,0
11,2016,PRQ,0
12,2016,PRQ,0
1,2017,PRQ,0
2,2017,PRQ,0
1,2015,QX,0
2,2015,QX,0
3,2015,QX,0
4,2015,QX,0
5,2015,QX,0
6,2015,QX,0
7,2015,QX,0
8,2015,QX,0
9,2015,QX,0
10,2015,QX,0
11,2015,QX,0
12,2015,QX,0
1,2016,QX,0
2,2016,QX,0
3,2016,QX,0
4,2016,QX,0
5,2016,QX,0
6,2016,QX,0
7,2016,QX,0
8,2016,QX,0
9,2016,QX,0
10,2016,QX,0
11,2016,QX,0
12,2016,QX,0
1,2017,QX,0
2,2017,QX,0
3,2017,QX,0
4,2017,QX,0
5,2017,QX,0
6,2017,QX,0
7,2017,QX,0
8,2017,QX,0
9,2017,QX,0
10,2017,QX,0
11,2017,QX,0
12,2017,QX,0
1,2018,QX,0
2,2018,QX,0
3,2018,QX,0
4,2018,QX,0
5,2018,QX,0
6,2018,QX,0
7,2018,QX,0
8,2018,QX,0
9,2018,QX,0
10,2018,QX,0
11,2018,QX,0
12,2018,QX,0
1,2019,QX,0
2,2019,QX,0
3,2019,QX,0
4,2019,QX,0
5,2019,QX,0
6,2019,QX,0
7,2019,QX,0
8,2019,QX,0
9,2019,QX,0
1,2015,S5,6301599
2,2015,S5,5497778
3,2015,S5,6434762
4,2015,S5,6162438
5,2015,S5,6339654
6,2015,S5,6398211
7,2015,S5,6954432
8,2015,S5,7066823
9,2015,S5,6363950
10,2015,S5,6451193
11,2015,S5,5733889
12,2015,S5,4704440
1,2016,S5,3793819
2,2016,S5,3082947
3,2016,S5,4370846
4,2016,S5,2625542
5,2016,S5,2922167
6,2016,S5,2974618
7,2016,S5,4897404
8,2016,S5,4935993
9,2016,S5,4093952
10,2016,S5,3757754
11,2016,S5,0
12,2016,S5,0
1,2015,SY,4829658
2,2015,SY,4954726
3,2015,SY,5877939
4,2015,SY,4418863
5,2015,SY,4085455
6,2015,SY,4587213
7,2015,SY,4598092
8,2015,SY,4632793
9,2015,SY,3499420
10,2015,SY,3839896
11,2015,SY,3999638
12,2015,SY,4732234
1,2016,SY,5180480
2,2016,SY,5214769
3,2016,SY,5946748
4,2016,SY,4830126
5,2016,SY,3821647
6,2016,SY,4700085
7,2016,SY,5221057
8,2016,SY,4639744
9,2016,SY,3618938
10,2016,SY,4347402
11,2016,SY,4320059
12,2016,SY,5330238
1,2017,SY,5599729
2,2017,SY,5660878
3,2017,SY,6781024
4,2017,SY,5332266
5,2017,SY,4128482
6,2017,SY,4845043
7,2017,SY,5363474
8,2017,SY,4833996
9,2017,SY,3582944
10,2017,SY,4339195
11,2017,SY,4676818
12,2017,SY,5613099
1,2018,SY,5143248
2,2018,SY,5841653
3,2018,SY,6649322
4,2018,SY,4973037
5,2018,SY,4096753
6,2018,SY,5064157
7,2018,SY,5388238
8,2018,SY,5215424
9,2018,SY,
10,2018,SY,
11,2018,SY,
12,2018,SY,
1,2019,SY,
2,2019,SY,6066430
3,2019,SY,7433108
4,2019,SY,5793765
5,2019,SY,5448107
6,2019,SY,7169426
7,2019,SY,5199530
8,2019,SY,7081536
9,2019,SY,5107989
1,2015,U7,244678
2,2015,U7,292392
3,2015,U7,486451
4,2015,U7,300701
5,2015,U7,419512
6,2015,U7,463401
7,2015,U7,323655
8,2015,U7,447707
9,2015,U7,634271
10,2015,U7,580937
11,2015,U7,566794
12,2015,U7,399593
1,2016,U7,231214
2,2016,U7,321944
3,2016,U7,563741
4,2016,U7,481875
5,2016,U7,459556
6,2016,U7,572775
7,2016,U7,307031
8,2016,U7,573486
9,2016,U7,679807
10,2016,U7,641942
11,2016,U7,415634
12,2016,U7,618115
1,2017,U7,283875
2,2017,U7,267542
3,2017,U7,387063
4,2017,U7,334392
5,2017,U7,581468
6,2017,U7,691036
7,2017,U7,487672
8,2017,U7,506407
9,2017,U7,605887
10,2017,U7,502060
11,2017,U7,650908
12,2017,U7,810579
1,2018,U7,342438
2,2018,U7,427634
3,2018,U7,679521
4,2018,U7,366936
5,2018,U7,479620
6,2018,U7,584082
7,2018,U7,518242
8,2018,U7,596423
9,2018,U7,527074
10,2018,U7,778368
11,2018,U7,759632
12,2018,U7,678700
1,2019,U7,507669
2,2019,U7,514896
3,2019,U7,786265
4,2019,U7,294896
5,2019,U7,326992
6,2019,U7,462561
7,2019,U7,306516
8,2019,U7,500372
9,2019,U7,503668
1,2015,UA,245789377
2,2015,UA,222441554
3,2015,UA,268189430
4,2015,UA,261169265
5,2015,UA,281041608
6,2015,UA,290796314
7,2015,UA,303569764
8,2015,UA,296817950
9,2015,UA,262169347
10,2015,UA,271744160
11,2015,UA,247844737
12,2015,UA,263947107
1,2016,UA,240229795
2,2016,UA,228642695
3,2016,UA,265337819
4,2016,UA,257893397
5,2016,UA,281394904
6,2016,UA,294023498
7,2016,UA,309948402
8,2016,UA,304556396
9,2016,UA,274673984
10,2016,UA,278907982
11,2016,UA,252339393
12,2016,UA,273280870
1,2017,UA,255048319
2,2017,UA,230552207
3,2017,UA,274711210
4,2017,UA,269247055
5,2017,UA,291602347
6,2017,UA,306364200
7,2017,UA,321423462
8,2017,UA,311521193
9,2017,UA,276441283
10,2017,UA,283413257
11,2017,UA,261366894
12,2017,UA,274749231
1,2018,UA,255982076
2,2018,UA,235462750
3,2018,UA,279322735
4,2018,UA,278073721
5,2018,UA,296411789
6,2018,UA,311227302
7,2018,UA,326481257
8,2018,UA,319004221
9,2018,UA,285283544
10,2018,UA,295868516
11,2018,UA,273800459
12,2018,UA,288756890
1,2019,UA,270112946
2,2019,UA,244752372
3,2019,UA,297848082
4,2019,UA,289084422
5,2019,UA,309415363
6,2019,UA,320238151
7,2019,UA,328989147
8,2019,UA,324688428
9,2019,UA,292912423
1,2015,US,88316163
2,2015,US,78300195
3,2015,US,95131575
4,2015,US,94767804
5,2015,US,102807684
6,2015,US,107949448
1,2015,VX,12594236
2,2015,VX,11028103
3,2015,VX,13403533
4,2015,VX,13807964
5,2015,VX,14411264
6,2015,VX,14695842
7,2015,VX,15236737
8,2015,VX,15272587
9,2015,VX,13855940
10,2015,VX,14718602
11,2015,VX,14631922
12,2015,VX,15352757
1,2016,VX,14194685
2,2016,VX,13417145
3,2016,VX,15460169
4,2016,VX,15640812
5,2016,VX,16414177
6,2016,VX,17077810
7,2016,VX,17894585
8,2016,VX,17859802
9,2016,VX,16138177
10,2016,VX,16286913
11,2016,VX,16587348
12,2016,VX,17051098
1,2017,VX,16104407
2,2017,VX,13977260
3,2017,VX,15989796
4,2017,VX,15959372
5,2017,VX,17226228
6,2017,VX,17917675
7,2017,VX,18541792
8,2017,VX,18440655
9,2017,VX,16946394
10,2017,VX,18531212
11,2017,VX,18285074
12,2017,VX,18871240
1,2015,WE,354916
2,2015,WE,416683
3,2015,WE,827829
4,2015,WE,1108458
5,2015,WE,884689
6,2015,WE,705238
7,2015,WE,1457996
8,2015,WE,763058
9,2015,WE,694383
10,2015,WE,393727
11,2015,WE,751511
12,2015,WE,550767
1,2016,WE,449711
2,2016,WE,119072
3,2016,WE,0
4,2016,WE,0
5,2016,WE,329399
6,2016,WE,498352
7,2016,WE,426941
8,2016,WE,585272
9,2016,WE,525640
10,2016,WE,457498
11,2016,WE,357767
12,2016,WE,357767
1,2015,WI,0
2,2015,WI,0
3,2015,WI,0
4,2015,WI,0
5,2015,WI,0
6,2015,WI,0
7,2015,WI,0
8,2015,WI,0
9,2015,WI,0
10,2015,WI,0
11,2015,WI,0
12,2015,WI,0
1,2016,WI,0
2,2016,WI,0
3,2016,WI,0
4,2016,WI,0
5,2016,WI,0
6,2016,WI,0
7,2016,WI,0
8,2016,WI,0
9,2016,WI,0
10,2016,WI,0
11,2016,WI,0
12,2016,WI,0
1,2017,WI,0
2,2017,WI,0
3,2017,WI,0
4,2017,WI,0
5,2017,WI,1657934
6,2017,WI,1689270
7,2017,WI,1447168
8,2017,WI,1480026
9,2017,WI,1236048
10,2017,WI,2044190
11,2017,WI,2122549
12,2017,WI,1921519
1,2018,WI,2131746
2,2018,WI,1690406
3,2018,WI,2109389
4,2018,WI,1738290
5,2018,WI,2604629
6,2018,WI,1193725
7,2018,WI,1795795
8,2018,WI,2635949
9,2018,WI,2487343
10,2018,WI,854555
11,2018,WI,681000
12,2018,WI,788547
1,2019,WI,1329432
2,2019,WI,982250
3,2019,WI,1343397
4,2019,WI,1803776
5,2019,WI,1223432
6,2019,WI,566138
7,2019,WI,727737
8,2019,WI,908243
9,2019,WI,1083142
7,2017,WL,312284
9,2017,WL,312284
10,2017,WL,263000
11,2017,WL,100314
1,2018,WL,82388
2,2018,WL,61164
3,2018,WL,46314
4,2018,WL,52463
5,2018,WL,78656
6,2018,WL,201955
7,2018,WL,286478
8,2018,WL,83462
9,2018,WL,286478
10,2018,WL,35612
11,2018,WL,50239
12,2018,WL,64970
1,2019,WL,47941
2,2019,WL,26298
3,2019,WL,59090
4,2019,WL,79328
5,2019,WL,294940
6,2019,WL,293553
7,2019,WL,132582
8,2019,WL,107448
9,2019,WL,54268
1,2015,WN,143446711
2,2015,WN,128520220
3,2015,WN,163113579
4,2015,WN,160521743
5,2015,WN,163746302
6,2015,WN,169218120
7,2015,WN,177917461
8,2015,WN,165183120
9,2015,WN,151147735
10,2015,WN,158326581
11,2015,WN,159018770
12,2015,WN,163986221
1,2016,WN,154506208
2,2016,WN,145687543
3,2016,WN,172667623
4,2016,WN,166117580
5,2016,WN,170290207
6,2016,WN,177255565
7,2016,WN,181536858
8,2016,WN,171922013
9,2016,WN,159763907
10,2016,WN,164479409
11,2016,WN,163961084
12,2016,WN,170448086
1,2017,WN,163668244
2,2017,WN,146176836
3,2017,WN,178011428
4,2017,WN,176661619
5,2017,WN,176809930
6,2017,WN,183004072
7,2017,WN,189005940
8,2017,WN,178563862
9,2017,WN,154648357
10,2017,WN,166045635
11,2017,WN,165736626
12,2017,WN,169715224
1,2018,WN,163167179
2,2018,WN,147043749
3,2018,WN,179607460
4,2018,WN,176668524
5,2018,WN,181840135
6,2018,WN,185129904
7,2018,WN,192090791
8,2018,WN,179609720
9,2018,WN,164189029
10,2018,WN,176928962
11,2018,WN,175169115
12,2018,WN,175889193
1,2019,WN,164881708
2,2019,WN,148670558
3,2019,WN,180277656
4,2019,WN,173423712
5,2019,WN,179914831
6,2019,WN,179131347
7,2019,WN,185099344
8,2019,WN,176971032
9,2019,WN,162505172
1,2015,WP,150568
2,2015,WP,142475
3,2015,WP,155602
4,2015,WP,139183
5,2015,WP,153319
6,2015,WP,80875
7,2015,WP,96694
8,2015,WP,97531
9,2015,WP,95750
10,2015,WP,104172
11,2015,WP,94766
12,2015,WP,101145
1,2016,WP,97142
2,2016,WP,92320
3,2016,WP,121341
4,2016,WP,126195
5,2016,WP,128211
6,2016,WP,166912
7,2016,WP,176438
8,2016,WP,174085
9,2016,WP,161426
10,2016,WP,162251
11,2016,WP,160589
12,2016,WP,165446
1,2017,WP,195365
2,2017,WP,207976
3,2017,WP,254069
4,2017,WP,264308
5,2017,WP,246723
6,2017,WP,352203
7,2017,WP,418321
8,2017,WP,353451
9,2017,WP,251788
1,2015,X9,2796447
2,2015,X9,2644887
3,2015,X9,2026283
4,2015,X9,2890980
5,2015,X9,2693590
6,2015,X9,2782806
7,2015,X9,2915170
8,2015,X9,2678992
9,2015,X9,2981545
10,2015,X9,3359809
11,2015,X9,1693476
12,2015,X9,1766526
1,2016,X9,2761585
2,2016,X9,3021324
3,2016,X9,2295678
4,2016,X9,2878007
5,2016,X9,2129372
6,2016,X9,2604815
7,2016,X9,2872106
8,2016,X9,2930967
9,2016,X9,2166954
10,2016,X9,3274672
11,2016,X9,2153350
12,2016,X9,2174816
1,2017,X9,3338563
2,2017,X9,3189352
3,2017,X9,3096905
4,2017,X9,3119665
5,2017,X9,2772831
6,2017,X9,3157092
7,2017,X9,3627226
8,2017,X9,2627254
9,2017,X9,2944213
10,2017,X9,4107690
11,2017,X9,2805784
12,2017,X9,1949379
1,2018,X9,3067287
2,2018,X9,3435632
3,2018,X9,3659123
4,2018,X9,3762178
5,2018,X9,3682270
6,2018,X9,3994567
7,2018,X9,3895754
8,2018,X9,3633958
9,2018,X9,3417228
10,2018,X9,5036755
11,2018,X9,3646422
12,2018,X9,2531738
1,2019,X9,4086224
2,2019,X9,3605900
3,2019,X9,3930718
4,2019,X9,4018053
5,2019,X9,3304549
6,2019,X9,3496231
7,2019,X9,4137049
8,2019,X9,3363696
9,2019,X9,3943414
1,2015,XP,272179
2,2015,XP,305476
3,2015,XP,382536
4,2015,XP,271504
5,2015,XP,318707
6,2015,XP,509318
7,2015,XP,490417
8,2015,XP,280951
9,2015,XP,225339
10,2015,XP,513070
11,2015,XP,598136
12,2015,XP,489624
1,2016,XP,759821
2,2016,XP,672345
3,2016,XP,850482
4,2016,XP,577352
5,2016,XP,556146
6,2016,XP,739590
7,2016,XP,780957
8,2016,XP,407018
9,2016,XP,405758
10,2016,XP,499363
11,2016,XP,539809
12,2016,XP,568491
1,2017,XP,699293
2,2017,XP,462446
3,2017,XP,607683
4,2017,XP,424248
5,2017,XP,429178
6,2017,XP,259711
7,2017,XP,626693
8,2017,XP,282469
9,2017,XP,330096
11,2017,XP,509360
12,2017,XP,466805
1,2018,XP,550328
2,2018,XP,449567
3,2018,XP,502741
4,2018,XP,263082
5,2018,XP,128273
6,2018,XP,0
7,2018,XP,0
8,2018,XP,0
9,2018,XP,0
11,2018,XP,1581
12,2018,XP,0
1,2019,XP,2501
2,2019,XP,2851
3,2019,XP,0
4,2019,XP,0
5,2019,XP,0
6,2019,XP,0
7,2019,XP,0
8,2019,XP,0
9,2019,XP,0
1,2015,YV,0
2,2015,YV,0
3,2015,YV,0
4,2015,YV,0
5,2015,YV,0
6,2015,YV,0
7,2015,YV,0
8,2015,YV,0
9,2015,YV,0
10,2015,YV,0
11,2015,YV,0
12,2015,YV,0
1,2016,YV,0
2,2016,YV,0
3,2016,YV,0
4,2016,YV,0
5,2016,YV,0
6,2016,YV,0
7,2016,YV,0
8,2016,YV,0
9,2016,YV,0
10,2016,YV,0
11,2016,YV,0
12,2016,YV,0
1,2017,YV,0
2,2017,YV,0
3,2017,YV,0
4,2017,YV,0
5,2017,YV,0
6,2017,YV,0
7,2017,YV,0
8,2017,YV,0
9,2017,YV,0
10,2017,YV,0
11,2017,YV,0
12,2017,YV,0
1,2018,YV,0
2,2018,YV,0
3,2018,YV,0
4,2018,YV,0
5,2018,YV,0
6,2018,YV,0
7,2018,YV,0
8,2018,YV,0
9,2018,YV,0
10,2018,YV,0
11,2018,YV,0
12,2018,YV,0
1,2019,YV,0
2,2019,YV,0
3,2019,YV,0
4,2019,YV,0
5,2019,YV,0
6,2019,YV,0
7,2019,YV,0
8,2019,YV,0
9,2019,YV,0
1,2015,YX,13863113
2,2015,YX,12748014
3,2015,YX,14890099
4,2015,YX,14753451
5,2015,YX,14720553
6,2015,YX,14666877
7,2015,YX,15430476
8,2015,YX,14684188
9,2015,YX,13330049
10,2015,YX,13190456
11,2015,YX,12031506
12,2015,YX,12998931
1,2016,YX,12732476
2,2016,YX,11730250
3,2016,YX,13995700
4,2016,YX,12792878
5,2016,YX,11820783
6,2016,YX,11611850
7,2016,YX,11951675
8,2016,YX,12008810
9,2016,YX,10210565
10,2016,YX,10410132
11,2016,YX,0
12,2016,YX,0
1,2017,YX,0
2,2017,YX,0
3,2017,YX,0
4,2017,YX,0
5,2017,YX,0
6,2017,YX,0
7,2017,YX,0
8,2017,YX,0
9,2017,YX,0
10,2017,YX,0
11,2017,YX,0
12,2017,YX,0
1,2018,YX,22451
2,2018,YX,22181
3,2018,YX,21202
4,2018,YX,33454
5,2018,YX,30609
6,2018,YX,15754
7,2018,YX,28582
8,2018,YX,32883
9,2018,YX,31165
10,2018,YX,27692
11,2018,YX,39717
12,2018,YX,21048
1,2019,YX,20121
2,2019,YX,41318
3,2019,YX,13935
4,2019,YX,13919
5,2019,YX,18888
6,2019,YX,18137
7,2019,YX,27361
8,2019,YX,22245
9,2019,YX,22895
1,2015,ZW,6472639
2,2015,ZW,5878909
3,2015,ZW,6624096
4,2015,ZW,6694082
5,2015,ZW,6847837
6,2015,ZW,6925613
7,2015,ZW,7237519
8,2015,ZW,7127324
9,2015,ZW,6636047
10,2015,ZW,6797089
11,2015,ZW,6380123
12,2015,ZW,6573348
1,2016,ZW,6016332
2,2016,ZW,5867191
3,2016,ZW,6588736
4,2016,ZW,6281133
5,2016,ZW,6510272
6,2016,ZW,6353609
7,2016,ZW,6345731
8,2016,ZW,6353980
9,2016,ZW,10633
10,2016,ZW,14322
11,2016,ZW,4611
12,2016,ZW,7716
1,2017,ZW,3636
2,2017,ZW,4302
3,2017,ZW,3417
4,2017,ZW,6569
5,2017,ZW,9096
6,2017,ZW,5082
7,2017,ZW,7268
8,2017,ZW,11462
9,2017,ZW,14821
10,2017,ZW,12882
11,2017,ZW,12089
12,2017,ZW,43910
